Date,Population_Data,Regression_Data,LSTM_Data
1919-10-01,2432.0,,
1919-11-01,2449.0,,
1919-12-01,2494.0,,
1920-01-01,2433.0,,
1920-02-01,2437.0,,
1920-03-01,2558.0,,
1920-04-01,2510.0,,
1920-05-01,2485.0,,
1920-06-01,2498.0,,
1920-07-01,2443.0,,
1920-08-01,2428.0,,
1920-09-01,2467.0,,
1920-10-01,2364.0,,
1920-11-01,2412.0,,
1920-12-01,2490.0,,
1921-01-01,2339.0,,
1921-02-01,2291.0,,
1921-03-01,2365.0,,
1921-04-01,2396.0,,
1921-05-01,2536.0,,
1921-06-01,2411.0,,
1921-07-01,2344.0,,
1921-08-01,2364.0,,
1921-09-01,2375.0,,
1921-10-01,2373.0,,
1921-11-01,2227.0,,
1921-12-01,2344.0,,
1922-01-01,2404.0,,
1922-02-01,2374.0,,
1922-03-01,2356.0,,
1922-04-01,2279.0,,
1922-05-01,2267.0,,
1922-06-01,2240.0,,
1922-07-01,2254.0,,
1922-08-01,2234.0,,
1922-09-01,2300.0,,
1922-10-01,2298.0,,
1922-11-01,2209.0,,
1922-12-01,2242.0,,
1923-01-01,2265.0,,
1923-02-01,2268.0,,
1923-03-01,2233.0,,
1923-04-01,2103.0,,
1923-05-01,2262.0,,
1923-06-01,2198.0,,
1923-07-01,2199.0,,
1923-08-01,2226.0,,
1923-09-01,2188.0,,
1923-10-01,2222.0,,
1923-11-01,2245.0,,
1923-12-01,2209.0,,
1924-01-01,2234.0,,
1924-02-01,2179.0,,
